order_item_id,order_id,product_id,sales,quantity,discount,profit
CA-2015-136469_5041,CA-2015-136469,OFF-BI-10004492,221.06,7,0.0,103.8982
CA-2016-158694_5042,CA-2016-158694,OFF-PA-10002421,67.71,3,0.0,32.5008
CA-2016-158694_5043,CA-2016-158694,OFF-AP-10000055,129.92,4,0.0,38.976
CA-2016-158694_5044,CA-2016-158694,FUR-FU-10000965,467.46,9,0.0,191.6586
CA-2016-158694_5045,CA-2016-158694,OFF-PA-10001363,61.4,5,0.0,28.858
CA-2016-158694_5046,CA-2016-158694,OFF-ST-10001496,720.76,4,0.0,187.3976
CA-2016-158694_5047,CA-2016-158694,OFF-BI-10004656,5.184,3,0.2,1.8144
CA-2016-158694_5048,CA-2016-158694,OFF-AR-10001227,14.7,5,0.0,3.969
US-2014-104759_5049,US-2014-104759,OFF-BI-10002071,8.134,7,0.8,-13.8278
US-2014-104759_5050,US-2014-104759,TEC-AC-10004901,79.984,2,0.2,13.9972
CA-2015-150511_5051,CA-2015-150511,OFF-PA-10001776,18.54,2,0.0,8.7138
CA-2015-134922_5052,CA-2015-134922,OFF-EN-10000483,24.4,2,0.2,7.93
US-2017-120607_5053,US-2017-120607,OFF-PA-10003129,195.64,4,0.0,91.9508
CA-2015-141243_5054,CA-2015-141243,TEC-AC-10003198,398.4,5,0.2,84.66
CA-2015-141243_5055,CA-2015-141243,OFF-AR-10001246,7.056,3,0.2,0.7938
CA-2015-141243_5056,CA-2015-141243,FUR-BO-10003272,1352.3976,9,0.32,-437.5404
CA-2015-162166_5057,CA-2015-162166,OFF-PA-10002606,26.4,5,0.0,11.88
CA-2015-162166_5058,CA-2015-162166,OFF-ST-10002486,41.88,6,0.0,0.8376
CA-2016-120796_5059,CA-2016-120796,OFF-BI-10004330,99.846,9,0.7,-83.205
CA-2016-109722_5060,CA-2016-109722,TEC-PH-10000560,699.98,2,0.0,195.9944
CA-2016-109722_5061,CA-2016-109722,OFF-ST-10000060,584.82,9,0.0,70.1784
CA-2015-136798_5062,CA-2015-136798,OFF-BI-10003684,43.98,2,0.0,21.99
CA-2015-136798_5063,CA-2015-136798,TEC-PH-10000441,377.97,3,0.0,105.8316
CA-2015-136798_5064,CA-2015-136798,FUR-FU-10000723,123.96,3,0.0,11.1564
CA-2017-122196_5065,CA-2017-122196,TEC-PH-10004977,391.98,2,0.0,113.6742
CA-2017-142090_5066,CA-2017-142090,TEC-AC-10002001,383.976,3,0.2,81.5949
CA-2017-142090_5067,CA-2017-142090,FUR-TA-10001889,1781.682,7,0.4,-653.2834
CA-2017-160934_5068,CA-2017-160934,OFF-AR-10003504,21.4,5,0.0,6.206
CA-2014-124478_5069,CA-2014-124478,TEC-CO-10001571,549.99,1,0.0,274.995
CA-2014-124478_5070,CA-2014-124478,OFF-AP-10002495,167.535,3,0.1,37.23
CA-2014-124478_5071,CA-2014-124478,OFF-EN-10002500,38.34,3,0.0,17.253
CA-2014-124478_5072,CA-2014-124478,FUR-FU-10002088,53.88,6,0.0,22.6296
CA-2014-124478_5073,CA-2014-124478,TEC-PH-10001128,299.98,2,0.0,83.9944
CA-2015-145485_5074,CA-2015-145485,OFF-ST-10000649,62.8,4,0.0,15.7
CA-2017-151071_5075,CA-2017-151071,OFF-BI-10002103,13.904,2,0.2,4.5188
CA-2014-134572_5076,CA-2014-134572,FUR-TA-10001705,744.1,5,0.3,-95.67
CA-2014-134572_5077,CA-2014-134572,OFF-ST-10004634,44.84,5,0.2,5.605
CA-2014-134572_5078,CA-2014-134572,FUR-TA-10004442,401.59,2,0.3,-131.951
CA-2017-143217_5079,CA-2017-143217,OFF-BI-10002949,18.24,3,0.0,8.5728
US-2017-133312_5080,US-2017-133312,FUR-BO-10002213,359.499,3,0.15,-29.6058
US-2017-133312_5081,US-2017-133312,OFF-ST-10001325,10.48,1,0.0,2.8296
US-2015-137533_5082,US-2015-137533,OFF-PA-10003441,20.736,4,0.2,7.2576
CA-2016-155138_5083,CA-2016-155138,TEC-AC-10004209,35.168,4,0.2,8.3524
CA-2016-155138_5084,CA-2016-155138,OFF-PA-10000501,64.704,3,0.2,23.4552
CA-2016-108350_5085,CA-2016-108350,OFF-PA-10003656,105.52,4,0.0,48.5392
CA-2015-144302_5086,CA-2015-144302,OFF-BI-10001107,5.792,2,0.8,-9.5568
CA-2015-109001_5087,CA-2015-109001,TEC-PH-10000562,466.158,7,0.4,-93.2316
CA-2015-109001_5088,CA-2015-109001,TEC-AC-10001101,10.312,1,0.2,-1.289
CA-2015-109001_5089,CA-2015-109001,OFF-BI-10003529,2.556,3,0.7,-1.7892
CA-2017-132738_5090,CA-2017-132738,OFF-PA-10001752,7.968,2,0.2,2.8884
CA-2017-132738_5091,CA-2017-132738,OFF-EN-10001141,8.784,1,0.2,3.1842
CA-2017-156720_5092,CA-2017-156720,OFF-FA-10003472,3.024,3,0.2,-0.6048
CA-2015-119102_5093,CA-2015-119102,OFF-ST-10004507,51.45,3,0.0,13.8915
US-2014-140452_5094,US-2014-140452,OFF-AP-10004036,14.016,4,0.8,-31.536
US-2014-140452_5095,US-2014-140452,FUR-TA-10004086,214.95,5,0.5,-120.372
US-2014-140452_5096,US-2014-140452,TEC-PH-10000307,35.04,4,0.2,-7.008
US-2014-140452_5097,US-2014-140452,FUR-FU-10002088,10.776,3,0.6,-4.8492
US-2014-140452_5098,US-2014-140452,OFF-BI-10004965,4.6,2,0.8,-8.05
US-2014-140452_5099,US-2014-140452,OFF-ST-10002485,35.168,2,0.2,-8.3524
CA-2015-141936_5100,CA-2015-141936,OFF-BI-10002194,19.152,3,0.2,6.4638
CA-2014-158442_5101,CA-2014-158442,OFF-AR-10003732,4.448,2,0.2,0.3336
CA-2014-158442_5102,CA-2014-158442,OFF-PA-10002195,5.184,1,0.2,1.8792
CA-2014-158442_5103,CA-2014-158442,OFF-PA-10002365,15.552,3,0.2,5.4432
CA-2015-167374_5104,CA-2015-167374,OFF-PA-10001950,40.032,6,0.2,12.51
CA-2015-167374_5105,CA-2015-167374,TEC-AC-10004633,16.776,3,0.2,5.0328
CA-2014-116568_5106,CA-2014-116568,FUR-CH-10002439,186.304,4,0.2,13.9728
CA-2015-147102_5107,CA-2015-147102,TEC-AC-10000682,66.36,4,0.0,23.226
CA-2017-132213_5108,CA-2017-132213,OFF-AR-10004078,42.048,9,0.2,5.256
CA-2017-132213_5109,CA-2017-132213,OFF-AR-10001958,67.92,5,0.2,6.792
CA-2014-138450_5110,CA-2014-138450,OFF-EN-10001335,52.512,6,0.2,19.692
CA-2014-138450_5111,CA-2014-138450,OFF-ST-10003479,186.912,6,0.2,-35.046
CA-2014-138450_5112,CA-2014-138450,OFF-PA-10003016,10.048,4,0.2,3.14
CA-2015-153073_5113,CA-2015-153073,FUR-FU-10001025,17.496,9,0.6,-7.4358
CA-2016-147970_5114,CA-2016-147970,OFF-PA-10003936,15.552,3,0.2,5.4432
CA-2016-150658_5115,CA-2016-150658,OFF-BI-10004140,10.776,3,0.2,3.3675
CA-2017-125640_5116,CA-2017-125640,OFF-LA-10004178,3.304,1,0.2,1.0738
CA-2017-154137_5117,CA-2017-154137,OFF-ST-10003324,35.48,1,0.0,0.0
CA-2015-127173_5118,CA-2015-127173,OFF-FA-10004854,34.44,3,0.0,16.1868
CA-2015-127173_5119,CA-2015-127173,TEC-MA-10002859,629.93,7,0.0,296.0671
CA-2015-127173_5120,CA-2015-127173,OFF-BI-10000088,79.056,9,0.2,28.6578
CA-2014-149538_5121,CA-2014-149538,OFF-ST-10004180,232.55,5,0.0,9.302
CA-2014-149538_5122,CA-2014-149538,TEC-AC-10002926,99.98,2,0.0,42.9914
CA-2014-149538_5123,CA-2014-149538,OFF-PA-10003797,19.44,3,0.0,9.3312
CA-2014-149538_5124,CA-2014-149538,OFF-PA-10002195,12.96,2,0.0,6.3504
CA-2014-160766_5125,CA-2014-160766,FUR-TA-10001039,464.292,9,0.4,-108.3348
CA-2014-160766_5126,CA-2014-160766,OFF-EN-10001099,68.46,7,0.0,31.4916
CA-2014-160766_5127,CA-2014-160766,TEC-MA-10003979,2799.96,4,0.0,1371.9804
CA-2014-160766_5128,CA-2014-160766,OFF-AP-10002945,601.3,2,0.0,198.429
CA-2014-160766_5129,CA-2014-160766,TEC-PH-10001536,16.99,1,0.0,4.4174
CA-2014-160766_5130,CA-2014-160766,TEC-PH-10000526,287.97,3,0.0,80.6316
CA-2014-160766_5131,CA-2014-160766,OFF-PA-10000213,44.82,9,0.0,21.0654
CA-2017-146626_5132,CA-2017-146626,FUR-FU-10002501,101.12,8,0.0,37.4144
CA-2015-123330_5133,CA-2015-123330,TEC-PH-10001819,107.976,3,0.2,37.7916
CA-2017-155607_5134,CA-2017-155607,OFF-AP-10001962,58.73,7,0.0,14.6825
CA-2017-155607_5135,CA-2017-155607,OFF-BI-10003364,93.344,4,0.2,32.6704
CA-2016-151323_5136,CA-2016-151323,OFF-FA-10002983,17.05,5,0.0,8.184
CA-2015-146696_5137,CA-2015-146696,OFF-BI-10002432,8.096,2,0.2,2.7324
CA-2016-128972_5138,CA-2016-128972,FUR-FU-10003096,30.36,4,0.0,13.0548
CA-2017-128335_5139,CA-2017-128335,OFF-EN-10001539,23.34,3,0.0,10.9698
CA-2017-128335_5140,CA-2017-128335,OFF-PA-10004996,51.55,5,0.0,24.2285
CA-2015-154886_5141,CA-2015-154886,TEC-AC-10001956,119.9,2,0.0,43.164
CA-2016-111213_5142,CA-2016-111213,FUR-CH-10000454,1317.492,6,0.1,292.776
CA-2016-111213_5143,CA-2016-111213,OFF-SU-10000946,63.84,8,0.0,18.5136
CA-2016-111213_5144,CA-2016-111213,OFF-BI-10004140,3.592,1,0.2,1.1225
CA-2017-161333_5145,CA-2017-161333,FUR-FU-10003039,86.26,2,0.0,29.3284
CA-2017-161333_5146,CA-2017-161333,OFF-ST-10000464,139.04,4,0.0,38.9312
CA-2017-161333_5147,CA-2017-161333,OFF-AP-10000252,46.8,4,0.0,16.38
CA-2017-128734_5148,CA-2017-128734,FUR-FU-10001731,8.544,4,0.2,1.9224
CA-2017-128734_5149,CA-2017-128734,FUR-CH-10001394,842.376,3,0.2,105.297
CA-2014-141796_5150,CA-2014-141796,TEC-PH-10001578,1214.85,3,0.0,352.3065
CA-2017-125101_5151,CA-2017-125101,OFF-ST-10000675,67.78,2,0.0,16.945
CA-2017-169929_5152,CA-2017-169929,OFF-ST-10002352,39.9,5,0.0,10.374
US-2014-121566_5153,US-2014-121566,OFF-BI-10004528,2.688,1,0.2,0.84
US-2014-121566_5154,US-2014-121566,OFF-AR-10001026,6.6,3,0.0,2.904
US-2015-124219_5155,US-2015-124219,OFF-BI-10002215,28.4,4,0.0,13.064
US-2015-124219_5156,US-2015-124219,FUR-FU-10000305,212.94,3,0.0,34.0704
CA-2017-163006_5157,CA-2017-163006,TEC-PH-10002584,1001.584,2,0.2,125.198
CA-2017-163006_5158,CA-2017-163006,FUR-CH-10000229,569.058,3,0.3,-178.8468
CA-2017-163006_5159,CA-2017-163006,FUR-FU-10003799,14.224,2,0.6,-10.3124
CA-2015-156146_5160,CA-2015-156146,TEC-PH-10001700,105.584,2,0.2,9.2386
CA-2015-156146_5161,CA-2015-156146,TEC-PH-10001527,68.72,2,0.2,-14.603
CA-2014-111192_5162,CA-2014-111192,FUR-BO-10002916,1367.84,8,0.0,259.8896
CA-2016-115378_5163,CA-2016-115378,FUR-CH-10000863,301.96,2,0.0,33.2156
CA-2015-161627_5164,CA-2015-161627,FUR-CH-10003968,170.352,3,0.2,-17.0352
CA-2014-121006_5165,CA-2014-121006,OFF-AR-10001149,3.9,2,0.0,1.521
CA-2014-121006_5166,CA-2014-121006,OFF-PA-10000130,12.84,3,0.0,5.778
CA-2014-121006_5167,CA-2014-121006,OFF-PA-10002479,15.84,3,0.0,7.128
CA-2014-121006_5168,CA-2014-121006,FUR-CH-10004997,563.94,3,0.0,112.788
CA-2014-121006_5169,CA-2014-121006,OFF-ST-10004950,62.94,3,0.0,11.9586
CA-2014-121006_5170,CA-2014-121006,OFF-ST-10001490,535.41,3,0.0,160.623
CA-2016-122903_5171,CA-2016-122903,FUR-CH-10002024,3504.9,5,0.0,700.98
CA-2016-122903_5172,CA-2016-122903,OFF-PA-10001790,144.12,3,0.0,69.1776
CA-2016-122903_5173,CA-2016-122903,OFF-PA-10000994,314.55,3,0.0,150.984
CA-2015-107741_5174,CA-2015-107741,OFF-AR-10002399,3.408,1,0.2,0.8946
CA-2017-106432_5175,CA-2017-106432,OFF-BI-10002799,2.072,2,0.8,-3.5224
CA-2017-106432_5176,CA-2017-106432,FUR-BO-10004360,328.3992,3,0.32,-91.7586
CA-2016-148908_5177,CA-2016-148908,OFF-BI-10002082,53.248,2,0.2,19.968
CA-2016-123015_5178,CA-2016-123015,OFF-BI-10004967,4.992,3,0.2,1.6848
US-2015-120502_5179,US-2015-120502,FUR-FU-10004973,37.68,2,0.0,15.8256
US-2015-120502_5180,US-2015-120502,TEC-PH-10003645,258.576,2,0.2,19.3932
US-2015-120502_5181,US-2015-120502,OFF-AP-10004980,75.84,2,0.0,29.5776
CA-2017-108749_5182,CA-2017-108749,OFF-PA-10003797,45.36,7,0.0,21.7728
CA-2017-108749_5183,CA-2017-108749,OFF-BI-10003707,45.78,3,0.0,22.89
CA-2017-163335_5184,CA-2017-163335,OFF-ST-10000885,40.29,3,0.0,10.0725
CA-2017-163335_5185,CA-2017-163335,OFF-BI-10002827,38.71,7,0.0,17.8066
CA-2015-134719_5186,CA-2015-134719,OFF-ST-10004459,1801.632,6,0.2,-337.806
US-2015-154389_5187,US-2015-154389,TEC-PH-10002789,748.752,8,0.4,-162.2296
CA-2015-115567_5188,CA-2015-115567,TEC-AC-10001314,199.96,4,0.0,15.9968
CA-2015-115567_5189,CA-2015-115567,FUR-CH-10000015,1516.2,7,0.0,394.212
US-2017-136679_5190,US-2017-136679,TEC-AC-10004855,167.952,6,0.2,-27.2922
US-2017-136679_5191,US-2017-136679,OFF-AR-10003582,45.04,2,0.2,4.504
US-2017-141943_5192,US-2017-141943,OFF-EN-10003448,23.16,2,0.0,11.58
CA-2014-101560_5193,CA-2014-101560,FUR-FU-10003773,397.6,5,0.0,43.736
CA-2014-101560_5194,CA-2014-101560,OFF-PA-10001363,85.96,7,0.0,40.4012
CA-2014-101560_5195,CA-2014-101560,OFF-AR-10004757,13.12,4,0.0,4.3296
CA-2014-101560_5196,CA-2014-101560,OFF-BI-10000309,45.66,3,0.0,22.3734
CA-2014-159709_5197,CA-2014-159709,OFF-EN-10001434,158.13,3,0.0,77.4837
CA-2014-159709_5198,CA-2014-159709,TEC-PH-10003988,43.6,5,0.2,4.36
CA-2016-103982_5199,CA-2016-103982,OFF-SU-10000151,3930.072,3,0.2,-786.0144
CA-2016-103982_5200,CA-2016-103982,OFF-FA-10001332,2.304,1,0.2,0.7776
CA-2016-103982_5201,CA-2016-103982,TEC-PH-10000895,431.976,3,0.2,32.3982
CA-2016-103982_5202,CA-2016-103982,TEC-AC-10002857,41.72,7,0.2,5.7365
CA-2015-142454_5203,CA-2015-142454,FUR-FU-10004018,104.23,7,0.0,28.1421
CA-2015-142454_5204,CA-2015-142454,OFF-ST-10003638,70.26,3,0.0,18.9702
CA-2015-102015_5205,CA-2015-102015,OFF-AR-10004685,9.26,2,0.0,3.0558
CA-2015-102015_5206,CA-2015-102015,OFF-ST-10001713,105.98,2,0.0,4.2392
CA-2015-102015_5207,CA-2015-102015,OFF-FA-10000490,1.24,1,0.0,0.5828
CA-2015-102015_5208,CA-2015-102015,OFF-LA-10002043,20.7,2,0.0,9.936
CA-2015-102015_5209,CA-2015-102015,OFF-PA-10002464,28.9,5,0.0,14.161
CA-2015-102015_5210,CA-2015-102015,OFF-EN-10002504,27.18,1,0.0,12.7746
CA-2015-156755_5211,CA-2015-156755,OFF-ST-10002615,465.18,3,0.0,120.9468
CA-2015-130876_5212,CA-2015-130876,OFF-ST-10004258,36.63,3,0.0,9.8901
CA-2016-145898_5213,CA-2016-145898,OFF-ST-10004507,51.45,3,0.0,13.8915
CA-2016-145898_5214,CA-2016-145898,OFF-LA-10000262,7.83,3,0.0,3.6018
CA-2016-145898_5215,CA-2016-145898,OFF-AR-10002445,35.4,5,0.0,13.452
CA-2016-145898_5216,CA-2016-145898,OFF-PA-10001667,29.9,5,0.0,13.455
US-2017-159562_5217,US-2017-159562,OFF-EN-10000461,17.48,2,0.0,8.2156
CA-2017-134635_5218,CA-2017-134635,OFF-PA-10002254,79.14,3,0.0,36.4044
CA-2017-167080_5219,CA-2017-167080,OFF-AR-10001868,8.4,5,0.0,4.2
CA-2017-145653_5220,CA-2017-145653,FUR-CH-10004875,498.26,7,0.0,134.5302
CA-2014-140487_5221,CA-2014-140487,FUR-BO-10000711,212.94,3,0.0,57.4938
CA-2017-117401_5222,CA-2017-117401,OFF-AP-10000938,706.86,7,0.0,197.9208
CA-2017-117401_5223,CA-2017-117401,TEC-PH-10003555,114.95,5,0.0,2.299
CA-2017-117401_5224,CA-2017-117401,OFF-BI-10001267,43.19,7,0.0,20.7312
US-2017-109582_5225,US-2017-109582,OFF-PA-10004071,166.44,3,0.0,79.8912
CA-2016-119865_5226,CA-2016-119865,OFF-BI-10001553,36.56,5,0.2,12.796
CA-2016-119865_5227,CA-2016-119865,OFF-BI-10003007,186.144,6,0.2,60.4968
CA-2016-119865_5228,CA-2016-119865,FUR-BO-10003272,353.568,2,0.2,-44.196
US-2014-147648_5229,US-2014-147648,OFF-PA-10001033,81.98,2,0.0,40.1702
CA-2017-124436_5230,CA-2017-124436,OFF-BI-10001553,14.624,2,0.2,5.1184
CA-2017-124436_5231,CA-2017-124436,FUR-TA-10001095,697.16,5,0.2,8.7145
CA-2017-124436_5232,CA-2017-124436,FUR-FU-10001185,30.93,1,0.0,12.6813
CA-2017-124436_5233,CA-2017-124436,OFF-BI-10000343,27.496,7,0.2,9.2799
CA-2014-115084_5234,CA-2014-115084,FUR-CH-10004626,605.34,6,0.0,145.2816
CA-2017-131037_5235,CA-2017-131037,FUR-TA-10001768,210.008,1,0.2,2.6251
CA-2016-111143_5236,CA-2016-111143,OFF-AP-10001947,54.96,3,0.0,15.9384
CA-2014-166744_5237,CA-2014-166744,FUR-FU-10004952,164.22,3,0.0,50.9082
CA-2014-166744_5238,CA-2014-166744,FUR-BO-10001337,362.94,3,0.0,36.294
CA-2014-166744_5239,CA-2014-166744,TEC-AC-10003628,59.98,2,0.0,26.3912
CA-2016-116561_5240,CA-2016-116561,OFF-ST-10004186,332.94,3,0.0,6.6588
CA-2016-116561_5241,CA-2016-116561,OFF-BI-10001658,39.872,2,0.2,12.9584
CA-2016-110730_5242,CA-2016-110730,OFF-SU-10004737,13.68,2,0.0,3.6936
CA-2017-146367_5243,CA-2017-146367,OFF-BI-10002827,3.318,3,0.8,-5.6406
CA-2016-149454_5244,CA-2016-149454,OFF-BI-10003694,10.44,1,0.0,4.8024
CA-2016-156265_5245,CA-2016-156265,FUR-TA-10001691,136.464,2,0.2,15.3522
CA-2016-156265_5246,CA-2016-156265,TEC-PH-10001918,333.576,3,0.2,33.3576
CA-2016-156265_5247,CA-2016-156265,OFF-BI-10000285,12.544,2,0.2,4.704
US-2015-168914_5248,US-2015-168914,OFF-AP-10000358,20.768,8,0.8,-52.9584
US-2017-110989_5249,US-2017-110989,TEC-AC-10002345,43.5,3,0.0,10.875
CA-2015-106215_5250,CA-2015-106215,OFF-FA-10001229,12.576,4,0.2,4.0872
US-2016-169369_5251,US-2016-169369,TEC-AC-10001314,249.95,5,0.0,19.996
US-2016-169369_5252,US-2016-169369,OFF-PA-10004438,49.12,4,0.0,23.0864
CA-2015-132318_5253,CA-2015-132318,OFF-AP-10000026,182.91,3,0.0,53.0439
US-2014-131982_5254,US-2014-131982,OFF-BI-10004224,107.648,2,0.2,33.64
CA-2015-125185_5255,CA-2015-125185,FUR-CH-10002647,99.372,2,0.3,-7.098
CA-2015-125185_5256,CA-2015-125185,FUR-FU-10003247,33.568,2,0.2,-5.4548
CA-2016-130078_5257,CA-2016-130078,OFF-PA-10003270,10.56,2,0.0,4.752
US-2017-114034_5258,US-2017-114034,OFF-PA-10004735,38.88,6,0.0,18.6624
US-2017-115595_5259,US-2017-115595,OFF-PA-10001745,35.2,5,0.0,16.544
CA-2017-158722_5260,CA-2017-158722,OFF-PA-10000176,45.528,3,0.2,15.9348
CA-2014-105165_5261,CA-2014-105165,TEC-PH-10000675,196.776,3,0.2,14.7582
CA-2014-105165_5262,CA-2014-105165,OFF-BI-10000050,2.92,2,0.8,-4.818
CA-2014-105165_5263,CA-2014-105165,FUR-TA-10004154,200.795,1,0.3,-22.948
CA-2014-105165_5264,CA-2014-105165,TEC-AC-10002718,46.688,4,0.2,-2.918
CA-2014-105165_5265,CA-2014-105165,OFF-AR-10003179,21.864,3,0.2,3.5529
CA-2017-147452_5266,CA-2017-147452,OFF-PA-10001838,11.76,2,0.0,5.7624
CA-2017-147452_5267,CA-2017-147452,OFF-PA-10004039,167.94,3,0.0,82.2906
CA-2017-147452_5268,CA-2017-147452,OFF-AP-10001626,3.89,1,0.0,1.0114
US-2017-114657_5269,US-2017-114657,TEC-MA-10003173,52.44,4,0.0,24.1224
CA-2017-144484_5270,CA-2017-144484,FUR-FU-10000260,32.36,4,0.0,11.6496
CA-2017-144484_5271,CA-2017-144484,OFF-AP-10004487,406.6,5,0.0,113.848
CA-2017-125913_5272,CA-2017-125913,FUR-FU-10001487,27.92,4,0.0,8.0968
CA-2017-125913_5273,CA-2017-125913,FUR-TA-10001520,399.672,7,0.2,-14.9877
US-2016-158309_5274,US-2016-158309,OFF-BI-10000145,3.744,4,0.7,-2.6208
CA-2015-162887_5275,CA-2015-162887,FUR-CH-10000595,715.2,3,0.0,178.8
CA-2017-147333_5276,CA-2017-147333,TEC-AC-10004469,159.8,4,0.0,70.312
CA-2017-147333_5277,CA-2017-147333,TEC-AC-10003038,44.75,5,0.0,8.5025
CA-2014-113859_5278,CA-2014-113859,FUR-CH-10004698,340.116,6,0.3,-9.7176
CA-2014-159681_5279,CA-2014-159681,OFF-PA-10003641,105.52,4,0.0,48.5392
US-2017-104094_5280,US-2017-104094,TEC-AC-10002134,13.48,1,0.0,1.8872
CA-2017-152709_5281,CA-2017-152709,OFF-ST-10001837,85.52,2,0.0,22.2352
CA-2015-105158_5282,CA-2015-105158,FUR-FU-10001706,6.16,2,0.0,2.9568
CA-2015-105158_5283,CA-2015-105158,OFF-PA-10001970,36.84,3,0.0,17.3148
CA-2014-133424_5284,CA-2014-133424,OFF-ST-10002957,15.84,3,0.0,0.0
CA-2014-133424_5285,CA-2014-133424,OFF-LA-10002312,44.4,3,0.0,22.2
CA-2017-105991_5286,CA-2017-105991,OFF-EN-10002600,21.24,9,0.2,7.434
CA-2017-105991_5287,CA-2017-105991,OFF-BI-10003274,9.552,8,0.7,-7.3232
CA-2017-105991_5288,CA-2017-105991,FUR-BO-10004467,89.991,3,0.7,-152.9847
US-2017-136784_5289,US-2017-136784,OFF-PA-10000675,163.96,4,0.0,80.3404
CA-2014-146283_5290,CA-2014-146283,OFF-PA-10002259,17.904,2,0.2,6.2664
CA-2014-146283_5291,CA-2014-146283,FUR-CH-10004287,966.7,5,0.3,-13.81
CA-2014-146283_5292,CA-2014-146283,OFF-PA-10000482,182.112,6,0.2,61.4628
CA-2017-151218_5293,CA-2017-151218,OFF-ST-10004835,4.464,1,0.2,0.3348
CA-2015-111073_5294,CA-2015-111073,FUR-TA-10004086,51.588,1,0.4,-15.4764
CA-2017-144883_5295,CA-2017-144883,OFF-LA-10000305,50.4,8,0.0,23.184
CA-2017-142174_5296,CA-2017-142174,OFF-PA-10000806,89.568,2,0.2,32.4684
CA-2017-108791_5297,CA-2017-108791,FUR-FU-10004018,14.89,1,0.0,4.0203
CA-2017-108791_5298,CA-2017-108791,TEC-PH-10002660,543.92,8,0.0,135.98
CA-2016-106656_5299,CA-2016-106656,OFF-EN-10001509,4.08,2,0.0,1.9176
CA-2016-106656_5300,CA-2016-106656,OFF-LA-10003148,18.9,3,0.0,8.694
CA-2016-113831_5301,CA-2016-113831,FUR-TA-10002645,2275.5,10,0.0,386.835
CA-2016-113831_5302,CA-2016-113831,TEC-AC-10003033,1979.7,6,0.0,653.301
CA-2016-113831_5303,CA-2016-113831,OFF-LA-10001297,62.1,6,0.0,29.808
US-2014-139500_5304,US-2014-139500,FUR-CH-10002017,37.296,2,0.3,-1.0656
US-2014-166310_5305,US-2014-166310,FUR-FU-10001546,8.544,2,0.6,-7.476
US-2016-168410_5306,US-2016-168410,FUR-FU-10000629,68.95,5,0.0,28.959
US-2016-168410_5307,US-2016-168410,OFF-ST-10000036,296.37,3,0.0,80.0199
US-2016-168410_5308,US-2016-168410,TEC-PH-10002583,39.98,2,0.0,1.999
CA-2017-131254_5309,CA-2017-131254,FUR-CH-10003774,191.058,3,0.3,-46.3998
CA-2017-131254_5310,CA-2017-131254,OFF-AR-10003876,13.04,5,0.2,3.912
CA-2017-131254_5311,CA-2017-131254,OFF-BI-10003527,1525.188,6,0.8,-2287.782
CA-2016-123414_5312,CA-2016-123414,OFF-LA-10004559,9.216,4,0.2,3.3408
CA-2016-123414_5313,CA-2016-123414,OFF-SU-10002573,28.048,2,0.2,3.506
CA-2017-137876_5314,CA-2017-137876,FUR-FU-10000222,64.96,2,0.0,21.4368
CA-2017-137876_5315,CA-2017-137876,OFF-EN-10001219,30.56,4,0.0,14.9744
CA-2016-154060_5316,CA-2016-154060,FUR-CH-10002304,187.056,9,0.2,11.691
US-2017-162558_5317,US-2017-162558,FUR-FU-10002364,11.808,2,0.2,1.3284
US-2017-162558_5318,US-2017-162558,FUR-FU-10004864,9.656,1,0.2,1.5691
US-2017-162558_5319,US-2017-162558,OFF-PA-10003172,20.736,4,0.2,7.2576
US-2017-162558_5320,US-2017-162558,OFF-BI-10000977,27.36,3,0.7,-21.888
US-2017-162558_5321,US-2017-162558,FUR-TA-10000198,2314.116,7,0.4,-1002.7836
US-2017-162558_5322,US-2017-162558,OFF-BI-10003984,34.236,4,0.7,-26.2476
US-2017-162558_5323,US-2017-162558,FUR-FU-10003691,19.76,2,0.2,5.928
CA-2017-134439_5324,CA-2017-134439,OFF-PA-10004082,15.96,2,0.0,7.98
CA-2015-119508_5325,CA-2015-119508,OFF-AR-10003723,16.9,5,0.0,6.253
CA-2015-119508_5326,CA-2015-119508,FUR-FU-10004270,25.08,6,0.0,9.0288
CA-2015-152681_5327,CA-2015-152681,OFF-AR-10003183,6.68,2,0.0,2.004
CA-2014-130813_5328,CA-2014-130813,OFF-PA-10002005,19.44,3,0.0,9.3312
CA-2015-120320_5329,CA-2015-120320,TEC-PH-10000149,31.92,2,0.2,2.394
CA-2016-111941_5330,CA-2016-111941,OFF-BI-10001524,33.568,2,0.2,11.7488
CA-2016-123120_5331,CA-2016-123120,FUR-FU-10004748,63.94,1,0.0,24.9366
CA-2016-123120_5332,CA-2016-123120,OFF-BI-10001460,60.6,5,0.2,20.4525
CA-2016-123120_5333,CA-2016-123120,OFF-SU-10002503,22.72,4,0.0,6.5888
CA-2014-103331_5334,CA-2014-103331,FUR-FU-10001731,10.68,4,0.0,4.0584
CA-2014-103331_5335,CA-2014-103331,OFF-PA-10002160,17.34,3,0.0,8.4966
CA-2014-103331_5336,CA-2014-103331,OFF-PA-10002659,3.38,1,0.0,1.5548
CA-2015-169278_5337,CA-2015-169278,OFF-BI-10001636,26.976,4,0.2,8.7672
CA-2017-111577_5338,CA-2017-111577,OFF-PA-10000062,307.776,7,0.2,111.5688
CA-2015-146486_5339,CA-2015-146486,OFF-ST-10002554,244.55,5,0.0,4.891
CA-2015-146486_5340,CA-2015-146486,OFF-EN-10001509,12.24,6,0.0,5.7528
